labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz
0,0.6010405269222531,13,13,207.60161274323883,2592,150,15,6.0922246,378.0,266,60,1065
0,0.4440046429192862,18,19,43.436745,331776,330,22,8.775188,1036.0,706,86,2992
0,0.509619968355867,17,19,42.776295,663552,317,22,8.432653,860.0,549,88,2499
0,0.473024648341232,19,21,47.772404,1492992,393,27,9.258351,1222.0,752,100,3327
0,0.4951563258818588,19,21,47.97657,1119744,393,27,9.114194,1166.0,716,102,3171
0,0.496736331138615,19,20,332.0065757527438,331776,366,29,9.042843,1150.0,726,96,2998
0,0.3725009749062278,38,42,97.22189,264479047680,1680,82,17.906609,7976.0,4056,216,17384
0,0.3995441219211316,25,26,60.81337,8957952,623,36,11.746532,2127.0,1599,126,6427
0,0.4321122703966152,26,29,66.18415,241864704,766,47,12.63456,2864.0,1622,142,7040
0,0.624279571264275,17,18,41.851665,69984,292,29,8.040913,838.0,462,88,1918
0,0.502364027486773,21,24,54.015266,17915904,524,37,10.343337,1846.0,884,116,4056
0,0.5782538089876275,15,15,35.30974,7776,204,20,7.019745,492.0,376,70,1491
0,0.553146308148554,16,16,37.80287,11664,234,22,7.4135914,603.0,452,76,1778
0,0.3049251681507095,36,41,93.04734,940369969152,1592,72,17.452398,7769.0,4289,204,19496
0,0.5025176167409285,22,24,54.993755,7962624,534,36,10.62794,1651.0,973,116,4202
0,0.3484556521149925,54,66,150.0415,35497776883213271040,3867,144,26.248587,20012.0,8995,358,42893
0,0.506809011888713,18,19,43.65357,248832,324,28,8.6815405,864.0,622,88,2636
0,0.5154838461506978,23,27,60.8796,143327232,652,45,11.271805,2260.0,1054,136,4938
0,0.32047232919601343,29,29,463.11128996568664,53747712,806,40,13.815299,3226.0,2656,132,10303
0,0.4293124589260063,18,19,43.436745,331776,330,22,8.754021,1027.0,724,86,3086
0,0.28250589981646085,39,42,709.8635419225274,743008370688,1698,59,18.579538,7670.0,5510,202,23332
0,0.342053714643772,46,52,118.227196,1218719518818304,2572,94,22.324762,17250.0,6353,258,28058
0,0.38438093521569416,24,26,59.073803,47775744,632,33,11.720346,2166.0,1488,120,6432
0,0.3077405623191893,33,36,82.23294,27518828544,1230,52,15.95284,5822.0,3660,172,15584
0,0.6125871573644351,20,23,52.61971,4478976,458,39,9.653832,1241.0,667,118,3036
0,0.4122965970441193,28,29,475.4346170799878,26873856,800,44,12.785731,2924.0,1962,146,7802
0,0.5647928009122503,12,12,27.800615,2304,126,11,5.787694,314.0,233,52,952
0,0.3589928980581779,24,26,59.512154,26873856,630,36,11.524878,2579.0,1594,124,6842
0,0.4157148864093251,27,29,67.07352,107495424,792,48,12.927713,3034.0,1798,142,7491
0,0.4380121014767553,24,26,441.5331600287534,28311552,632,36,11.49153,1989.0,1328,126,5708
0,0.20379346374697452,47,48,111.38728,17832200896512,2244,72,22.666008,14652.0,11520,218,45770
0,0.45977568705577365,19,20,46.154194,373248,366,26,9.058551,1174.0,770,94,3218
0,0.5463791471954965,19,21,48.23363,995328,393,30,9.071498,1088.0,663,104,2907
0,0.5371419794166332,18,19,43.885372,186624,330,26,8.575388,928.0,595,90,2494
0,0.5957339713307767,11,11,25.602894,1152,104,8,5.287693,200.0,183,48,754
0,0.3866903330713771,23,25,56.78438,23887872,582,31,11.20351,2088.0,1356,116,5885
0,0.712141243117533,12,13,32.792072,4608,136,17,5.7710032,197.0,197,64,868
0,0.49857173684348804,19,20,45.970825,497664,368,28,9.25755,1054.0,714,92,2984
0,0.5532828443559488,15,16,36.69497,41472,224,18,7.270857,548.0,393,74,1682
0,0.46011310063059857,17,18,300.1770439031478,110592,280,19,8.044624,768.0,607,86,2570
0,0.39042928048152764,21,21,49.22,373248,414,29,9.989601,1396.0,1118,96,4371
0,0.4588704546957259,26,30,67.92318,725594112,798,50,12.669034,3041.0,1517,150,6891
0,0.44952676595675506,23,25,57.25364,13436928,580,37,11.079717,2096.0,1190,120,5091
0,0.26651936394527503,38,45,100.900536,80244904034304,1778,59,18.781122,7909.0,5595,222,26414
0,0.38775424766280175,24,26,59.766903,20155392,630,41,11.486071,2346.0,1468,126,6330
0,0.45130459446621307,16,16,37.152397,27648,234,18,7.736382,689.0,545,70,2168
0,0.5435522058364666,16,18,40.787704,248832,267,19,7.809663,644.0,458,86,2094
0,0.5138900597183855,20,22,50.293552,2239488,431,32,9.723877,1386.0,782,106,3402
0,0.4256131373905761,27,30,520.0832679305853,241864704,827,49,12.790062,3021.0,1765,152,7663
0,0.4958000225078919,19,21,47.78584,1492992,393,28,9.275188,1142.0,721,100,3175
0,0.314860910370248,49,53,898.9137168500978,457019819556864,2726,93,23.386356,12536.0,8046,260,33739
0,0.455799454960343,34,38,661.9837059027361,34828517376,1343,78,16.195448,4919.0,2702,196,11646
0,0.434127507234786,26,29,65.827896,322486272,786,43,12.614192,2862.0,1594,140,7022
0,0.6028648701011458,20,23,52.37184,5038848,462,37,9.681541,1274.0,676,116,3086
0,0.5014548156645784,23,26,59.331203,30233088,605,43,11.075388,2107.0,1072,130,4801
0,0.5285474238467637,18,20,45.50602,746496,344,27,8.775188,979.0,606,96,2694
0,0.43124261062431773,27,30,520.0832679305853,859963392,838,45,13.203508,3438.0,1698,142,7514
0,0.2975707958472659,40,44,756.5135034221105,2821109841920,1730,59,19.049751,7182.0,5546,216,23916
0,0.4339371686448459,23,25,57.477707,10077696,580,39,10.990401,2146.0,1226,122,5245
0,0.3746199513422389,29,31,71.55082,483729408,872,43,13.922253,2800.0,2300,148,9563
0,0.5796970910672822,19,22,49.761814,3359232,419,34,9.237184,1243.0,627,110,2911
0,0.5095538066480149,25,28,64.15544,90699264,707,50,12.078917,2317.0,1271,140,5537
0,0.37587203643002814,41,45,102.94933,10567230160896,1950,74,19.836208,6488.0,4676,218,20065
0,0.4445106805927238,24,27,61.056576,107495424,672,40,11.720347,2488.0,1317,130,5856
0,0.4703490450341963,23,26,58.86204,53747712,611,37,11.2203455,1968.0,1137,126,5091
0,0.4090666954944391,33,37,84.57565,39182082048,1268,65,15.955929,4980.0,2810,184,12208
0,0.38384300716315584,25,27,457.3830565096995,35831808,664,37,11.869342,2391.0,1651,132,6994
0,0.38602353596523525,27,30,68.53465,483729408,806,44,13.079718,2671.0,1916,146,8376
0,0.45295564791374504,24,27,61.29048,80621568,674,43,11.647867,2469.0,1288,132,5746
0,0.4329147817662985,27,29,66.819214,120932352,794,45,12.901085,2780.0,1730,140,7233
0,0.3156855562863781,37,40,92.13092,156728328192,1506,64,17.743622,6583.0,4488,194,18846
0,0.5664258754460192,21,24,54.62115,10077696,495,40,10.164703,1289.0,789,120,3581
0,0.44237235812941167,26,30,68.10703,859963392,784,45,12.658852,2557.0,1590,150,7254
0,0.5554651894344881,22,25,57.395977,13436928,550,42,10.513891,1510.0,900,128,4021
0,0.26485643191118236,48,53,914.0812331489624,1083306179297280,2718,84,22.867235,14843.0,9129,262,39458
0,0.6074002115684174,18,20,45.654606,559872,358,32,8.681541,1123.0,533,98,2356
0,0.48031831936046543,24,28,62.753822,429981696,688,39,11.898979,2376.0,1229,136,5724
0,0.39094703551852716,29,33,75.192764,3869835264,1002,54,13.947527,3873.0,2184,166,9892
0,0.4446858462387343,27,30,68.34619,483729408,831,52,13.096556,3007.0,1689,146,7347
0,0.4592271905402284,27,30,68.34644,483729408,831,52,13.096555,2920.0,1635,146,7101
0,0.3050580741956833,36,40,90.45192,990677827584,1499,55,17.707842,7317.0,4463,188,19398
0,0.5784679784371467,19,20,49.31909,110592,357,33,8.694141,808.0,640,106,2601
0,0.44934202403340845,28,32,72.597984,3439853568,929,50,13.681507,2892.0,1828,158,8200
0,0.2973764265784241,47,51,116.11279,1014454095446016,2520,72,22.97561,10976.0,7780,238,33127
0,0.32794392453495286,45,52,117.8032,2437439037636608,2465,89,21.973568,10569.0,6527,260,29575
0,0.2755364487160676,39,43,740.7301797800794,1671768834048,1680,63,18.657038,7974.0,5691,212,24568
0,0.24590396639113446,40,46,103.73892,80244904034304,1904,61,19.585653,9666.0,6699,224,30558
0,0.4172686320642928,29,32,551.6034590521598,1146617856,944,50,13.914686,3150.0,2109,160,9080
0,0.5320064567189209,18,19,316.08872469191596,186624,317,26,8.651397,816.0,611,90,2523
0,0.43724228317731817,21,22,50.74473,1492992,448,31,10.151398,1574.0,1018,102,4168
0,0.5151206866950508,20,23,51.901104,8957952,457,31,9.8265,1269.0,773,112,3579
0,0.5421645521874945,21,23,53.25515,1889568,474,39,9.934761,1467.0,831,116,3538
0,0.42653432901291183,24,26,59.297207,35831808,632,35,11.631029,2028.0,1359,122,5834
0,0.3574983081050492,32,35,80.49838,6530347008,1118,56,15.273765,4184.0,2943,172,12676
0,0.28114944478886217,37,41,709.1947111757526,417942208512,1582,62,17.69071,7567.0,5001,204,21754
0,0.4131757856315224,32,36,81.30345,73383542784,1230,56,15.765006,4237.0,2572,172,11422
0,0.37036249325499176,30,33,75.47142,2902376448,1008,48,14.418724,3828.0,2485,160,10770
0,0.32735148095083577,30,34,77.156334,11609505792,1038,45,14.563683,4112.0,2832,166,12653
0,0.21629891638468995,44,49,111.11418,380420285792256,2278,71,21.49797,13217.0,9090,234,40242
0,0.4159089583454233,27,30,69.72622,483729408,823,46,13.100886,2981.0,1805,146,7855
0,0.30022587631625086,32,34,77.854065,6879707136,1081,44,15.600887,4216.0,3455,156,14540
0,0.5562017257495447,16,17,38.89841,82944,260,22,7.8300295,746.0,448,78,1898
0,0.47117240112749187,18,20,45.261986,995328,345,23,8.809663,1010.0,672,94,3015
0,0.5420470946012012,16,18,45.31226,104976,274,19,7.7187443,632.0,492,92,2132
0,0.4111991377247516,29,31,520.8667868926825,509607936,912,47,13.855904,3066.0,2120,150,8831
0,0.288958183167815,38,42,724.9569667357983,470184984576,1692,68,17.968252,8403.0,5131,212,22254
0,0.5715389653947348,21,24,54.475216,10077696,522,42,10.1815405,1802.0,782,120,3554
0,0.4451827273897997,24,27,60.93376,143327232,654,37,11.8265,1990.0,1318,128,5893
0,0.5512864926312051,19,20,46.178116,373248,362,33,9.168234,979.0,655,94,2696
0,0.27650517485969156,36,40,90.93321,557256278016,1495,61,17.541714,6958.0,4782,192,21107
0,0.5404333829483173,21,24,54.118256,17915904,506,36,10.381342,1560.0,837,116,3781
0,0.382075154049077,33,36,83.035515,11609505792,1211,60,15.778243,4408.0,2973,178,12607
0,0.3983335257211947,26,30,67.845856,967458816,785,42,12.703509,2556.0,1725,148,7926
0,0.4269549345454677,21,23,52.547504,4478976,467,30,10.13103,1511.0,1027,110,4464
0,0.35687493302443596,33,36,82.366554,23219011584,1211,56,16.045242,4389.0,3156,172,13469
0,0.7231841168708919,15,17,39.313744,52488,242,25,7.0922246,457.0,312,88,1414
0,0.3988170786051053,27,30,68.85362,322486272,826,45,12.825519,3234.0,1879,150,8154
0,0.4354287679825568,28,30,504.98507525845275,214990848,852,49,13.412363,2997.0,1862,146,7748
0,0.656720411088117,17,19,43.448658,279936,311,32,8.202708,762.0,438,94,1950
0,0.3429510837001786,36,40,693.4443572407804,78364164096,1464,76,16.863733,5859.0,3886,208,16955
0,0.5254678901443111,24,28,505.937791576614,214990848,720,46,11.657868,2372.0,1140,142,5262
0,0.7950204138664239,13,14,32.928707,4374,165,22,6.0365815,279.0,209,72,901
0,0.49445883237485483,22,24,54.98556,6718464,528,37,10.596554,1898.0,998,116,4260
0,0.4435566054822462,27,31,70.53889,967458816,890,53,12.931671,3748.0,1688,158,7617
0,0.35482995102000303,34,37,84.948044,34828517376,1260,56,16.481426,4796.0,3431,178,14442
0,0.38162571310658755,23,24,55.79238,3359232,527,31,10.86308,1729.0,1383,114,5669
0,0.4817311202584307,26,29,66.10589,241864704,784,50,12.651397,2844.0,1450,142,6328
0,0.3166903389761833,36,41,92.43251,2229025112064,1554,61,17.669836,7028.0,4281,198,19270
0,0.4170845999538519,22,24,54.91809,8957952,508,30,10.669034,1567.0,1162,114,5028
0,0.416350824314081,24,27,61.23095,107495424,647,36,11.720347,1988.0,1397,130,6273
0,0.36463514259637886,46,50,851.3878636357598,6347497144320,2346,106,21.11458,9324.0,6223,268,25696
0,0.43533002187545256,26,28,473.2423612816849,26873856,736,45,11.964363,2741.0,1581,144,6646
0,0.5639524465783123,16,17,38.401806,147456,246,23,7.949489,1010.0,418,74,1834
0,0.46018164925745964,25,28,63.695408,161243136,709,45,12.219545,2291.0,1396,136,6172
0,0.44053587820593515,26,29,66.18831,241864704,764,47,12.613391,2599.0,1582,142,6937
0,0.3413372387951034,41,47,106.484406,106993205379072,2013,76,20.068554,7324.0,5145,232,23157
0,0.35026454178301036,40,46,103.991264,71328803586048,1924,74,19.674707,6749.0,4763,226,21563
0,0.5223322035255054,23,26,58.87904,53747712,601,43,11.292025,1767.0,1036,126,4621
0,0.42301441645249155,22,23,52.981712,2985984,494,28,10.541714,1522.0,1135,106,4710
0,0.3721081176658052,24,26,59.49141,35831808,603,33,11.707038,2050.0,1568,122,6651
0,0.6387763776105283,17,20,44.832233,1492992,327,30,8.432652,778.0,449,98,2157
0,0.389987702086551,31,36,80.923935,92876046336,1174,54,15.292828,4056.0,2547,176,11722
0,0.47057530801110287,28,30,504.98507525845275,53747712,848,54,12.754672,3173.0,1730,158,7108
0,0.21931765993936841,36,38,86.52368,195689447424,1361,44,17.77952,8051.0,6103,168,25190
0,0.4414698653798098,29,32,73.4235,1088391168,960,60,14.08678,4100.0,1988,158,8460
0,0.4560253832853631,21,23,52.46054,4478976,486,32,10.152198,1704.0,962,110,4181
0,0.3937198263959904,27,29,67.10235,107495424,768,40,12.736202,2700.0,1915,142,7987
0,0.3759775970264892,37,39,648.0938850368875,5159780352,1406,69,16.692345,4616.0,3860,208,15477
0,0.41753774882668043,27,32,71.793076,5804752896,929,49,13.275991,3515.0,1791,160,8477
0,0.43052484257673895,25,29,65.583565,483729408,730,42,12.220345,2260.0,1477,144,6812
0,0.5737657842245708,16,17,38.87228,82944,257,24,7.792025,676.0,435,78,1847
0,0.4415698182029532,27,30,69.30176,214990848,826,47,12.642995,2956.0,1683,154,7328
0,0.43031307202041247,28,31,71.49652,429981696,902,50,13.142996,3512.0,1860,158,8066
0,0.44870590822931444,19,20,332.0065757527438,331776,359,22,8.938472,1016.0,791,96,3301
0,0.6498470227997106,18,21,48.21546,1327104,378,34,8.689941,861.0,510,110,2383
0,0.4803688989207221,16,17,38.962467,82944,254,18,7.775188,713.0,511,78,2184
0,0.6717069248094294,19,24,56.404507,22674816,480,41,9.343337,1442.0,552,128,2832
0,0.21052930960641061,56,57,922.2673178597099,914039639113728,3134,91,26.4053,16526.0,15566,270,61862
0,0.40172154713950875,32,36,630.5851271900254,8707129344,1157,59,15.035567,4025.0,2671,188,11678
0,0.46058458996230645,21,22,363.8572110453709,746496,428,28,9.799331,1026.0,952,108,3916
0,0.37512225512136865,32,35,598.9846762879903,4353564672,1121,55,15.047533,4530.0,2853,176,12093
0,0.48137009456689883,28,33,74.325714,8707129344,963,55,13.737183,3236.0,1695,166,7901
0,0.38289810591856416,30,33,567.3851275665828,1451188224,991,53,14.19169,3950.0,2441,166,10453
0,0.8264812233731547,12,13,30.412218,2916,140,18,5.609061,225.0,169,66,744
0,0.6555309297687084,16,18,41.358845,139968,267,24,7.681541,509.0,390,90,1758
0,0.21310423259537017,49,54,123.285416,4333224717189120,2740,84,23.8416,17346.0,11690,260,50466
0,0.4845143798837453,21,23,52.460552,4478976,486,32,10.131031,1626.0,912,110,3967
0,0.42156330652528295,26,30,536.9118257466472,644972544,832,46,12.549575,3161.0,1625,152,7474
0,0.3763284192342204,27,30,68.21218,644972544,825,44,13.190203,3362.0,1985,144,8675
0,0.3744220958871979,37,41,709.1947111757526,371504185344,1544,73,17.77159,5832.0,3841,206,16573
0,0.4757778960996843,32,37,84.56859,46438023168,1248,71,15.407886,4258.0,2272,192,10233
0,0.4522841876918519,28,29,475.4346170799878,30233088,778,50,13.077134,2441.0,1814,144,7142
0,0.8264812233731547,12,13,220.7665800143767,2916,140,18,5.609061,225.0,169,66,744
0,0.46920193102612184,21,23,52.470375,4478976,488,33,10.147867,1636.0,942,110,4111
0,0.37519061700446615,29,29,463.11128996568664,8957952,806,45,12.954031,2622.0,2268,148,8761
0,0.38497791225586425,21,22,50.58365,1990656,439,25,10.185872,1381.0,1127,100,4689
0,0.41390537063555055,20,21,48.30429,995328,398,24,9.685872,1189.0,951,96,3962
0,0.28028469809759554,43,48,108.53162,213986410758144,2220,73,21.097357,10570.0,6852,228,30238
0,0.24378753821036026,35,34,531.7320062514306,644972544,1122,44,16.488178,5112.0,5112,152,19410
0,0.560155198785162,17,19,43.30459,373248,308,23,8.237184,724.0,509,92,2289
0,0.4384902582722533,22,25,56.448395,35831808,548,32,10.809664,1626.0,1105,120,5030
0,0.6409962372295887,19,23,51.71751,10077696,444,36,9.343337,1151.0,578,118,2810
0,0.34745781194346465,30,35,78.69405,46438023168,1052,48,14.742315,4187.0,2673,172,12386
0,0.5825976004828153,19,21,48.223618,839808,386,36,9.113392,1043.0,619,104,2710
0,0.3907959584566636,28,29,475.4346170799878,20155392,800,47,12.713251,2887.0,2043,148,8228
0,0.3285386328292169,29,32,72.39107,4586471424,926,38,14.292828,3208.0,2611,148,11452
0,0.44369222962099036,26,28,64.45448,80621568,721,45,12.63809,2281.0,1560,134,6516
0,0.2814360929140343,54,61,137.67279,2629465015396073472,3562,95,26.614162,15556.0,10866,292,48354
0,0.6104785597565122,15,15,35.432137,9216,200,20,7.1371765,386.0,361,70,1428
0,0.3094138226480418,34,38,86.24797,139314069504,1374,58,16.512371,6616.0,3819,184,16856
0,0.4317607866386673,23,25,57.04008,17915904,580,36,11.185872,2090.0,1236,118,5313
0,0.4016418768619459,24,26,59.31944,35831808,630,37,11.685872,2356.0,1446,122,6202
0,0.3266685515493926,21,21,48.625206,884736,404,20,10.219545,1430.0,1333,90,5236
0,0.708103635410373,13,14,32.07135,10368,168,20,6.325699,450.0,228,66,1002
0,0.3800614937393631,25,27,62.36411,30233088,654,42,11.896754,2196.0,1633,132,6987
0,0.5514580907761563,21,24,54.506306,10077696,499,39,10.114193,1475.0,811,120,3677
0,0.5073269788353895,21,22,51.161324,1119744,428,31,10.095755,1020.0,891,104,3614
0,0.19304545150461078,63,69,156.62628,212986661299279626240,4650,92,30.61486,30844.0,21388,324,92427
0,0.41830406058658415,28,33,601.6117997719265,8707129344,1004,54,13.653,4543.0,1927,166,9010
0,0.4201283311098049,26,27,443.54378844144935,15925248,674,39,12.155319,1884.0,1630,132,6658
0,0.4655449859274559,23,24,395.7233706975704,3981312,527,33,10.937194,1389.0,1164,114,4723
0,0.31496824805343576,48,52,883.0663200575068,406239817236480,2622,89,23.081825,11982.0,7714,252,32432
0,0.5943885568497593,24,26,64.03086,3981312,595,57,11.240383,1265.0,1039,142,4235
0,0.24690408557445875,64,68,1137.0908506726923,4738381643784388608,4484,108,30.386219,38268.0,16924,328,70032
0,0.5118930619126996,16,17,38.969955,82944,254,19,7.770857,631.0,478,78,2062
0,0.46885567970736297,20,21,48.890377,497664,408,30,9.419852,1273.0,847,102,3514
0,0.4733767852662152,27,28,66.22154,11337408,744,52,12.406495,2244.0,1590,142,6346
0,0.4840795641370688,23,26,60.158707,53747712,603,38,11.279518,2069.0,1121,126,5003
0,0.48391262120763595,20,22,51.005516,1327104,422,27,9.346867,1196.0,823,112,3588
0,0.6789115197704909,16,17,40.92906,13824,254,28,7.09497,502.0,381,94,1580
0,0.4459851564418117,26,28,66.56795,11943936,721,48,11.676505,2235.0,1543,152,6438
0,0.31453673150232847,31,33,75.56561,3439853568,1016,42,15.062881,3875.0,3143,152,13094
0,0.3803632145646849,26,28,63.945217,143327232,721,35,12.631029,2389.0,1817,130,7680
0,0.26481444229707457,38,42,94.63135,5283615080448,1697,55,18.691805,13877.0,5288,194,23514
0,0.5726021440426423,16,17,39.637497,41472,252,22,7.50335,651.0,442,84,1852
0,0.38259794190489244,27,29,67.44467,80621568,776,43,12.724382,2885.0,1979,144,8214
0,0.3457136160579723,33,36,82.22265,23219011584,1234,53,15.939892,5452.0,3308,172,14014
0,0.5050556451643979,25,25,59.275505,1889568,594,45,11.742018,1750.0,1288,120,4871
0,0.44116691074865294,23,25,57.357113,15925248,568,35,11.133758,1774.0,1201,120,5190
0,0.5306873189291357,20,21,49.023067,497664,398,32,9.514186,1009.0,765,102,3132
0,0.28091397810922725,36,38,632.1774493838319,27518828544,1362,57,17.047844,6279.0,4792,184,19779
0,0.3684185959064118,25,27,457.3830565096995,71663616,684,35,12.114193,2542.0,1698,126,7301
0,0.38289539423385477,29,31,71.77208,362797056,866,44,13.773764,2829.0,2287,150,9453
0,0.4530475434827643,28,32,72.92263,1934917632,934,53,13.447528,3289.0,1802,162,8093
0,0.5407680612057567,23,25,57.9276,6718464,570,46,10.820385,1676.0,994,126,4228
0,0.42773958585320127,32,37,83.112656,185752092672,1270,57,15.792828,4605.0,2513,180,11414
0,0.3350798480288257,33,36,82.62963,17414258688,1186,52,15.846246,4318.0,3314,174,14228
0,0.2694405812484174,37,40,91.10421,495338913792,1536,54,17.991203,7076.0,5216,186,22318
0,0.3895195106157018,25,28,63.450474,214990848,713,41,12.296356,2670.0,1629,134,7207
0,0.4653335307257895,22,24,55.533943,4478976,522,38,10.414539,1581.0,1039,120,4477
0,0.38987585616484066,22,23,53.013058,2985984,494,31,10.592224,1633.0,1213,106,5024
0,0.349172624389906,28,29,475.4346170799878,60466176,800,45,13.234959,2998.0,2242,138,9062
0,0.3937044395041956,32,33,539.2344044638803,322486272,1034,55,14.751255,4772.0,2658,164,10568
0,0.5142595958359213,23,25,57.826366,7558272,567,42,10.951595,1836.0,1071,124,4479
0,0.3786380292935498,40,45,102.43985,11284439367680,1938,83,19.531937,8440.0,4422,222,19394
0,0.4920199965348371,17,18,41.77712,93312,280,21,8.075388,656.0,570,86,2400
0,0.4201159970224258,23,25,57.24286,13436928,580,36,11.084049,2188.0,1260,120,5393
0,0.2988734161163448,31,33,76.217064,1451188224,1017,46,14.740091,4452.0,3252,158,13581
0,0.40415826462956017,34,37,86.12962,13759414272,1264,66,16.090555,4146.0,3005,188,12656
0,0.4763953178358001,32,36,82.09769,30958682112,1183,67,15.584589,3581.0,2268,178,9903
