labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz,mod_zagreb,hyp_wiener,n_impurity,label_entropy,edge_strength
1,2.4310525543230117,12,12,28.75192,864.0,125,12,5.3828287,221.0,196,60,788,12.0,461.0,1.6923076923076923,1.3250112108241772,0.3333333333333333
0,2.170476957312834,19,20,46.962517,186624.0,359,33,8.9122505,936.0,643,100,2637,18.999999940395355,1834.0,1.5294117647058822,1.5288018145253184,0.15
1,2.7466909068574954,9,8,19.236683,96.0,56,6,4.2700553,114.0,114,32,416,9.000000059604645,297.0,1.3333333333333333,1.7527152789797047,0.125
1,2.4646639469795386,12,12,28.268425,1296.0,126,17,5.6639028,297.0,194,56,778,12.00000011920929,453.0,1.1111111111111112,1.0408520829727552,0.25
1,2.5740355037443985,12,12,28.785835,864.0,125,15,5.4603257,217.0,188,60,750,12.000000059604645,423.0,1.0,0.4138168503036338,0.16666666666666666
1,2.294156866905301,10,10,23.559603,432.0,85,10,4.7363815,139.0,120,46,494,10.0,260.0,1.4545454545454546,1.360964047443681,0.2
1,1.9708993906097838,11,12,27.569593,2592.0,119,13,5.25402,241.0,143,58,653,10.999999940395355,302.0,1.3333333333333333,1.2406705316766884,0.3333333333333333
1,2.065504645068046,11,12,27.492956,2592.0,116,16,5.270857,300.0,136,58,624,11.0,269.0,1.1428571428571428,1.0957952550009338,0.16666666666666666
1,3.4998573332807714,10,9,21.749228,144.0,72,10,4.7187443,131.0,131,38,472,10.000000059604645,300.0,1.0909090909090908,1.370950594454669,0.0
1,4.0137374978541,9,8,45.114234846684276,36.0,56,12,3.8867514,84.0,84,40,304,9.00000011920929,156.0,1.2,1.974937501201927,0.25
1,2.8119860857463745,12,12,28.911602,768.0,127,21,5.3618073,224.0,169,62,688,12.0,335.0,1.6923076923076923,1.7295739585136227,0.3333333333333333
1,2.3029758918371703,12,12,28.044804,1728.0,126,15,5.753219,300.0,206,54,830,12.000000059604645,513.0,1.3846153846153846,1.6258145836939113,0.25
1,2.142363867599333,11,12,28.020628,1728.0,121,15,5.084117,225.0,133,62,607,11.0,259.0,1.1428571428571428,0.8658566174572236,0.0
0,1.3314541859542455,35,40,239.5551870531247,235092492288.0,1439,70,16.68489,5836.0,3284,206,14524,35.000000059604645,13225.0,1.3846153846153846,0.7303800063615657,0.225
1,1.932319263608394,11,12,27.26819,3456.0,118,14,5.3601737,308.0,144,56,664,10.999999940395355,305.0,1.0,1.0957952550009338,0.25
0,1.910829390441432,36,37,215.04334411482367,3439853568.0,1294,53,16.515493,5354.0,4624,184,18518,36.0,24451.0,1.76,1.3321126843581232,0.16216216216216217
1,4.289156406717989,11,10,24.912056,108.0,90,16,4.797435,148.0,148,50,532,11.000000178813934,311.0,1.1111111111111112,0.9940302114769566,0.2
1,2.2571532373031413,7,7,16.487753,72.0,40,4,3.2876937,51.0,41,32,186,7.0,68.0,0.8,0.8631205685666311,0.2857142857142857
1,2.591634315089083,12,12,28.49205,1152.0,126,17,5.576515,274.0,185,58,746,12.0,406.0,1.3333333333333333,1.5510981710072649,0.16666666666666666
1,1.0,2,1,3.0861614,1.0,0,0,1.0,1.0,1,2,4,2.0,1.0,0.6666666666666666,1.0,0.0
0,1.0627798263787516,56,61,360.08930455641456,9.244212730003456e+16,3521,103,26.656021,23297.0,15060,304,63833,55.99999988079071,108635.0,1.5833333333333333,1.1352372217819238,0.16393442622950818
1,3.5184257988483667,10,9,22.175407,96.0,72,10,4.4813805,130.0,130,42,472,10.0,303.0,1.4285714285714286,0.9219280948873624,0.1111111111111111
1,2.436078332988114,8,8,19.003632,108.0,53,8,3.7152143,70.0,58,38,252,8.00000011920929,99.0,1.1111111111111112,1.9056390622295665,0.25
1,3.3555081183801163,10,9,22.154839,96.0,72,8,4.454507,134.0,134,42,488,10.0,321.0,1.4545454545454546,1.6854752972273344,0.3333333333333333
1,3.388924101358251,8,7,17.58651,24.0,42,5,3.416502,66.0,66,34,242,8.000000059604645,127.0,1.25,1.4056390622295665,0.2857142857142857
0,1.518000427090538,30,32,187.79669738743664,1289945088.0,974,45,14.473566,3785.0,2715,150,11440,29.999999940395355,12604.0,1.5714285714285714,1.0137576782928113,0.28125
1,2.4354397213453027,8,8,19.207172,96.0,53,6,3.6009536,71.0,58,40,254,8.0,100.0,1.5555555555555556,1.9056390622295665,0.375
1,2.5544912709772105,12,12,69.28312800177486,864.0,126,15,5.3928657,285.0,186,60,750,11.999999940395355,411.0,1.6666666666666667,1.7841591278514217,0.4166666666666667
1,2.0455333247046106,12,12,27.810223,2304.0,126,12,5.8256984,307.0,226,52,922,11.999999940395355,621.0,1.0,0.6500224216483541,0.4166666666666667
1,1.9253677344386608,10,11,24.775053,2304.0,96,12,4.966326,243.0,109,50,520,9.999999940395355,215.0,1.4545454545454546,0.9709505944546688,0.0
1,1.9050543523500114,12,13,29.781689,5184.0,138,14,5.7540197,355.0,191,62,850,11.999999940395355,445.0,1.3333333333333333,1.0408520829727552,0.07692307692307693
1,2.531116817186659,11,11,26.089382,648.0,104,15,5.201907,173.0,148,52,594,11.000000059604645,317.0,1.1666666666666667,1.3221793455166666,0.0
1,2.228362114935043,9,9,20.971924,288.0,66,9,4.3045306,142.0,88,40,375,9.000000059604645,176.0,1.4285714285714286,1.6577427265048892,0.4444444444444444
1,2.303026598749228,8,8,18.78728,144.0,53,7,3.842535,72.0,61,36,264,8.0,110.0,0.8,0.8112781244591328,0.0
1,2.0567864322051155,11,12,27.586931,2592.0,120,15,5.2876935,236.0,137,58,628,11.000000059604645,273.0,1.0,1.3221793455166666,0.3333333333333333
1,2.516424270605089,11,11,25.98861,648.0,104,16,5.1639028,234.0,146,52,593,11.00000011920929,308.0,0.8888888888888888,1.2406705316766884,0.2727272727272727
1,2.5869864415297017,11,11,26.089834,648.0,104,15,5.201907,167.0,145,52,582,11.000000059604645,301.0,1.2,1.3221793455166666,0.5454545454545454
1,2.1324849608098977,11,11,25.530867,1152.0,104,11,5.325698,240.0,168,48,691,10.999999940395355,413.0,1.4,1.2406705316766884,0.36363636363636365
1,2.890294614435002,11,11,26.981197,288.0,104,18,4.782528,155.0,131,60,530,11.0,246.0,1.4285714285714286,1.0957952550009338,0.09090909090909091
1,1.8753654413131353,12,14,33.667255,10368.0,154,18,5.7287807,231.0,169,74,821,12.000000059604645,347.0,1.3333333333333333,1.0408520829727552,0.14285714285714285
1,2.815510325666304,10,10,25.14707,144.0,86,15,4.315384,152.0,103,56,420,10.000000059604645,188.0,1.25,1.4854752972273346,0.1
1,2.3952964790313653,9,9,21.280468,216.0,68,9,4.215214,97.0,84,42,354,9.00000011920929,159.0,1.4,1.4355205042826666,0.1111111111111111
1,2.1914176537300873,12,13,30.429152,3456.0,140,18,5.6716514,223.0,170,66,752,12.0,346.0,1.4,1.1887218755408673,0.07692307692307693
1,2.1738319784534137,10,10,23.261345,576.0,84,11,4.863703,200.0,125,44,516,9.99999988079071,287.0,1.1428571428571428,1.1567796494470395,0.4
1,3.023163873277242,11,10,24.221788,256.0,90,8,5.0606604,198.0,198,44,726,11.0,579.0,1.3333333333333333,1.3221793455166666,0.2
1,2.054540173165403,9,10,22.796871,864.0,81,10,4.360173,140.0,76,48,375,8.999999940395355,132.0,0.6666666666666666,0.5032583347756457,0.2
1,3.529930309226676,10,9,21.758833,144.0,72,11,4.756749,130.0,130,38,468,10.0,297.0,1.1111111111111112,1.4854752972273346,0.1111111111111111
1,3.9418123155387383,10,9,50.86091562144682,72.0,72,12,4.392064,118.0,118,44,426,10.000000059604645,245.0,1.4,1.360964047443681,0.3333333333333333
1,1.8857276720060387,12,13,29.641861,6912.0,142,14,5.8770103,291.0,191,60,860,12.0,441.0,1.5,1.0408520829727552,0.3076923076923077
1,1.8951889608509165,9,9,22.343105,288.0,66,7,4.3256984,103.0,103,40,436,8.999999940395355,242.0,1.3333333333333333,1.2243944454059863,0.2222222222222222
1,1.9634758999636512,10,11,25.073374,1728.0,99,11,4.860173,191.0,108,52,511,9.999999940395355,212.0,1.25,1.5709505944546687,0.36363636363636365
1,1.9999999999999998,10,10,22.795858,1024.0,80,10,5.0,250.0,125,40,540,10.0,275.0,1.1428571428571428,0.7219280948873623,0.4
1,3.9851644508585786,12,11,26.75402,324.0,110,16,5.5401115,206.0,206,50,742,12.000000178813934,501.0,1.0909090909090908,1.584962500721156,0.18181818181818182
0,1.9146498636385874,26,27,63.089043,15116544.0,674,39,12.201284,2248.0,1777,130,7212,26.00000023841858,7271.0,1.2857142857142858,1.2220334913046598,0.25925925925925924
1,1.9204959604792387,12,13,29.855698,5184.0,143,15,5.770857,307.0,188,62,841,12.0,431.0,1.3333333333333333,1.3844315043405981,0.23076923076923078
1,2.416998475458329,10,10,23.57017,432.0,85,11,4.7532187,130.0,115,46,472,10.000000059604645,235.0,1.4545454545454546,1.4854752972273346,0.3
1,2.15411802987086,10,11,26.269112,864.0,101,12,4.6378636,163.0,103,58,479,10.0,191.0,1.5,1.3567796494470397,0.09090909090909091
1,2.1216853093887456,11,11,25.531546,1152.0,104,11,5.325698,250.0,170,48,695,10.999999940395355,426.0,0.8,0.8658566174572236,0.5454545454545454
1,2.6476048489438337,10,9,21.313242,256.0,72,7,4.9142137,165.0,165,34,604,10.0,495.0,0.8888888888888888,1.5219280948873626,0.0
1,2.3956341215135137,11,11,25.96802,648.0,104,14,5.109061,240.0,152,52,619,11.00000011920929,337.0,1.0,1.2406705316766884,0.36363636363636365
1,3.4650732430402162,12,11,26.318007,576.0,110,13,5.756748,233.0,233,46,846,12.0,650.0,1.1111111111111112,1.3844315043405981,0.09090909090909091
1,2.8620655983050836,8,7,16.966702,48.0,42,6,3.8080604,76.0,76,28,276,8.0,170.0,1.3333333333333333,1.9056390622295665,0.14285714285714285
1,1.9383302160683218,9,10,23.1668,864.0,78,9,4.37701,176.0,82,48,398,9.0,155.0,1.2,0.9864267287308426,0.2
1,2.3956341215135133,11,11,25.968018,648.0,104,14,5.109061,240.0,152,52,619,11.00000011920929,337.0,1.3333333333333333,1.2406705316766884,0.36363636363636365
1,2.2753778793703043,11,11,25.754923,864.0,104,13,5.2363825,248.0,160,50,651,11.0,377.0,1.0,1.2776134368191157,0.2727272727272727
1,1.993176049339423,11,12,27.278488,3456.0,118,15,5.3770103,300.0,140,56,646,11.0,285.0,1.0,0.6840384356390417,0.25
0,1.5310751458667595,31,32,74.05437,859963392.0,959,41,14.917923,4317.0,3717,146,15047,31.000000059604645,23126.0,1.4736842105263157,1.3504177270172832,0.125
1,2.4354397213453027,8,8,19.207172,96.0,53,6,3.6009536,71.0,58,40,254,8.0,100.0,1.4285714285714286,1.2987949406953987,0.125
1,2.4705134897620327,11,11,25.968481,648.0,104,14,5.1090603,232.0,148,52,603,11.00000011920929,315.0,1.0,0.8453509366224364,0.36363636363636365
1,4.289156406717989,11,10,24.912056,108.0,90,16,4.797435,148.0,148,50,532,11.000000178813934,311.0,1.1428571428571428,0.9456603046006401,0.2
1,2.3555624654530263,10,10,23.475338,432.0,84,12,4.736382,189.0,116,46,480,10.0,242.0,0.8,0.9219280948873624,0.4
1,2.055200109736453,12,13,29.876871,5184.0,143,17,5.8256984,294.0,178,62,791,12.0,380.0,1.3846153846153846,1.6258145836939113,0.3076923076923077
1,1.995753464817536,10,11,25.378223,1296.0,100,10,4.7540197,159.0,109,54,508,9.999999940395355,220.0,1.0909090909090908,1.5709505944546687,0.18181818181818182
1,2.4439658755107585,9,9,21.29356,216.0,68,10,4.2532187,97.0,83,42,348,9.000000059604645,155.0,1.3333333333333333,1.3921472236645347,0.2222222222222222
0,2.2063188005939853,23,24,56.318134,2239488.0,527,40,10.860939,1531.0,1107,118,4441,22.999999940395355,3595.0,1.4736842105263157,1.6436127839906,0.16666666666666666
1,2.050376981420135,12,13,29.838718,5184.0,142,18,5.7708573,259.0,175,62,788,12.0,365.0,1.2,1.4182958340544896,0.3076923076923077
1,2.2420400820925535,8,8,18.774246,144.0,53,6,3.8045304,73.0,62,36,270,8.000000059604645,114.0,1.25,1.75,0.375
1,2.303026598749228,8,8,18.78728,144.0,53,7,3.8425353,72.0,61,36,264,8.0,110.0,0.8,0.8112781244591328,0.0
1,2.2306376583301173,8,8,18.682724,144.0,50,7,3.7876937,108.0,61,36,268,8.0,110.0,1.5,1.5,0.25
1,2.182910677102783,11,11,25.541607,1152.0,104,12,5.342535,242.0,166,48,679,11.0,404.0,1.2,0.8658566174572236,0.18181818181818182
1,2.1250162554146717,8,8,18.479023,192.0,50,7,3.9318519,109.0,64,34,280,7.999999940395355,122.0,1.0,0.5435644431995964,0.5
1,2.32999144727463,10,10,23.475115,432.0,84,12,4.736382,191.0,117,46,484,10.0,247.0,1.0,1.295461844238322,0.3
1,1.9805320809790614,11,12,27.589731,3072.0,119,13,5.3080606,237.0,143,58,657,11.0,302.0,1.4,1.2406705316766884,0.08333333333333333
1,2.4439658755107585,9,9,21.29356,216.0,68,10,4.2532187,97.0,83,42,348,9.000000059604645,155.0,1.0,1.3516441151533922,0.3333333333333333
0,1.9946683793329514,25,26,60.33862,13436928.0,638,42,12.086778,2238.0,1534,122,6198,24.99999988079071,5891.0,1.1764705882352942,0.9510456605801273,0.3076923076923077
1,2.014611886520823,10,11,25.086527,1728.0,99,12,4.87701,185.0,106,52,501,10.0,203.0,1.5,1.295461844238322,0.36363636363636365
1,2.00390017718074,11,12,27.373373,3456.0,120,14,5.4150143,236.0,141,56,644,10.999999940395355,289.0,1.0,0.9456603046006401,0.3333333333333333
1,2.292937768532317,12,12,27.830801,2304.0,126,14,5.8805404,287.0,206,52,834,11.999999940395355,505.0,1.1666666666666667,1.1887218755408673,0.3333333333333333
1,2.072114827110475,11,12,27.593105,2592.0,120,15,5.2876945,232.0,137,58,626,11.000000059604645,273.0,1.3333333333333333,1.3092966682370037,0.4166666666666667
1,3.104825102457017,11,10,24.018536,288.0,90,10,5.1807394,194.0,194,42,708,11.00000011920929,552.0,1.0,1.8585552118703144,0.1
0,1.9879505318542539,41,42,97.742874,330225942528.0,1679,57,19.617542,7453.0,6593,194,26235,41.0,37706.0,1.52,1.3977861958598883,0.19047619047619047
1,3.883678589971413,11,10,24.65802,144.0,90,11,4.8651905,160.0,160,48,578,11.000000059604645,363.0,1.4,1.6767370300521327,0.3
0,1.500852814378277,24,26,59.687607,26873856.0,602,33,11.541714,1892.0,1438,124,6196,24.0,5670.0,1.2857142857142858,1.2593984370492775,0.2692307692307692
1,2.242704555869001,11,11,25.754246,864.0,104,13,5.236382,252.0,162,50,659,11.0,390.0,1.0,1.0957952550009338,0.09090909090909091
0,0.9941501595170378,57,62,365.8423243412459,1.0399739321253888e+17,3742,102,26.738571,27194.0,16744,312,71408,56.99999976158142,131572.0,1.3513513513513513,1.483849936350734,0.4032258064516129
1,2.5157909347380416,11,11,63.509534001626946,648.0,104,15,5.147065,234.0,146,52,593,11.000000059604645,307.0,1.5,1.4949188482339508,0.36363636363636365
1,2.184105569636068,6,6,13.991826,48.0,29,2,2.8938468,33.0,26,26,126,6.0,39.0,1.4285714285714286,1.459147917027245,0.16666666666666666
1,1.6676068840449352,11,12,27.449938,4608.0,122,10,5.4494896,274.0,166,54,766,10.99999988079071,408.0,1.3333333333333333,1.0957952550009338,0.0
0,0.914778840410626,46,51,116.89451,320979616137216.0,2510,82,21.897018,16127.0,9781,254,42848,45.999999821186066,70383.0,1.2173913043478262,1.3222331532561424,0.43137254901960786
1,1.9253677344386606,10,11,24.775053,2304.0,96,12,4.9663267,243.0,109,50,520,9.999999940395355,215.0,0.8888888888888888,0.9709505944546688,0.09090909090909091
1,2.3194714791034015,9,9,21.07698,288.0,68,9,4.38054,100.0,87,40,364,8.999999940395355,171.0,1.0,1.2243944454059863,0.6666666666666666
1,2.27804164984022,12,12,28.034744,1728.0,126,14,5.7363825,304.0,208,54,838,12.0,522.0,1.2,1.3844315043405981,0.3333333333333333
1,1.9866905078306745,12,13,29.568146,6912.0,142,17,5.915015,368.0,182,60,816,11.999999940395355,397.0,1.0,1.0408520829727552,0.38461538461538464
1,2.314589268523129,11,11,25.55167,1152.0,104,13,5.3805394,236.0,158,48,643,10.999999940395355,360.0,1.0,1.0957952550009338,0.5454545454545454
1,2.2794002709583667,8,8,18.692554,144.0,50,8,3.8045304,106.0,60,36,264,8.000000059604645,106.0,0.8,0.8112781244591328,0.25
1,3.072989461365733,9,8,45.114234846684276,64.0,56,6,4.06066,104.0,104,36,380,9.0,247.0,1.25,1.3921472236645347,0.25
1,1.9632961530217907,11,12,27.339127,3456.0,121,15,5.3601737,218.0,142,56,655,10.999999940395355,296.0,1.2,0.6840384356390417,0.4166666666666667
0,1.5687881034393665,19,21,47.998753,1327104.0,382,27,9.149796,1040.0,711,102,3167,18.999999821186066,2293.0,1.6,1.6282202760321465,0.3333333333333333
1,3.3772044402695736,11,10,24.434647,192.0,90,9,4.954507,180.0,180,46,656,11.0,471.0,1.2727272727272727,1.9362600275315274,0.3
1,2.020755897451963,12,13,29.869604,5184.0,142,16,5.8088617,292.0,181,62,804,11.999999940395355,394.0,1.5,1.2806721295208872,0.3076923076923077
0,2.143955325475918,13,14,82.37792426570562,5832.0,168,20,6.092223,356.0,216,70,940,13.00000011920929,468.0,1.4,1.3346791410515946,0.2857142857142857
1,2.256915071421907,12,12,28.322308,1296.0,125,12,5.592224,242.0,211,56,844,12.000000059604645,543.0,1.6666666666666667,1.825011210824177,0.3333333333333333
1,2.097830531327371,12,12,29.414825,1728.0,123,13,5.774387,223.0,223,54,910,11.999999940395355,594.0,1.4,1.0408520829727552,0.08333333333333333
0,1.5605881922100264,20,23,52.139355,6718464.0,459,34,9.754021,1201.0,726,114,3330,20.000000059604645,2110.0,1.3846153846153846,1.2917601481809733,0.30434782608695654
1,2.206402352532595,12,13,30.3548,3456.0,144,21,5.6943064,281.0,168,66,744,12.000000059604645,340.0,0.8571428571428571,1.0408520829727552,0.23076923076923078
1,1.8162925150243088,11,12,28.652111,3456.0,117,13,5.398178,239.0,155,56,707,10.99999988079071,351.0,1.1428571428571428,0.6840384356390417,0.25
1,2.1229179499593664,7,7,16.189602,96.0,36,5,3.393847,78.0,42,30,193,7.0,71.0,1.0,1.3787834934861756,0.14285714285714285
1,2.0404367598272986,11,12,27.577091,2592.0,120,14,5.2708573,238.0,138,58,632,11.0,277.0,1.4545454545454546,1.3221793455166666,0.3333333333333333
1,2.0404367598272986,11,12,27.577093,2592.0,120,14,5.270857,238.0,138,58,632,11.0,277.0,1.4545454545454546,1.3221793455166666,0.3333333333333333
1,4.0137374978541,9,8,45.114234846684276,36.0,56,12,3.8867514,84.0,84,40,304,9.00000011920929,156.0,1.1111111111111112,1.8365916681089793,0.25
0,1.785387043251361,20,22,50.490253,1679616.0,424,35,9.558551,1145.0,737,108,3182,20.000000059604645,2169.0,1.5,0.8841837197791889,0.22727272727272727
0,1.9146498636385876,26,27,63.089043,15116544.0,674,39,12.201284,2248.0,1777,130,7212,26.00000023841858,7271.0,1.2857142857142858,1.1929993566060648,0.25925925925925924
0,2.0218677999720605,29,30,69.99565,143327232.0,839,46,13.860939,3003.0,2387,142,9513,28.999999940395355,10518.0,1.4736842105263157,1.4690868235815293,0.13333333333333333
1,2.355900188385946,9,9,21.168606,256.0,70,11,4.2071066,115.0,82,42,356,9.0,151.0,1.3333333333333333,0.7642045065086203,0.1111111111111111
1,1.9708993906097838,11,12,27.569595,2592.0,119,13,5.25402,241.0,143,58,653,10.999999940395355,302.0,1.3333333333333333,1.4911148500551858,0.3333333333333333
1,2.303026598749227,8,8,18.78728,144.0,53,7,3.8425353,72.0,61,36,264,8.0,110.0,1.3333333333333333,1.4056390622295665,0.5
1,1.9695882025497828,11,14,31.89422,15552.0,153,14,5.2786045,239.0,114,78,639,10.999999940395355,193.0,1.3333333333333333,0.43949698692151334,0.0
1,1.995753464817536,10,11,25.378223,1296.0,100,10,4.7540197,159.0,109,54,508,9.999999940395355,220.0,1.0909090909090908,1.370950594454669,0.0
1,3.3548772347438,8,7,17.189602,36.0,42,8,3.7187438,67.0,67,30,242,8.000000059604645,129.0,1.1111111111111112,1.5612781244591325,0.5714285714285714
1,1.976239780107198,12,13,29.771397,5184.0,142,17,5.7708573,378.0,182,62,818,12.0,401.0,1.3333333333333333,1.2516291673878228,0.38461538461538464
1,2.5950827067938858,9,8,19.033657,128.0,56,6,4.414213,120.0,120,30,438,9.0,330.0,1.0,1.4355205042826666,0.0
1,2.1428657183068927,9,9,21.05704,288.0,68,7,4.3256984,109.0,93,40,390,8.999999940395355,200.0,1.25,1.3921472236645347,0.1111111111111111
0,2.007708726788441,31,32,186.18686926099326,322486272.0,959,45,14.541531,3463.0,2863,154,11435,31.00000011920929,12821.0,1.52,1.594874843050823,0.25
1,2.4715218185946455,11,11,26.07595,648.0,104,14,5.1639023,171.0,150,52,606,11.00000011920929,326.0,1.1111111111111112,1.617189572592715,0.2727272727272727
1,1.806911156634488,12,14,31.474905,20736.0,160,16,5.94949,300.0,170,68,842,11.999999940395355,350.0,1.2,1.0408520829727552,0.35714285714285715
0,2.2029426515694013,20,21,49.468796,279936.0,398,36,9.322934,1061.0,735,106,2992,20.0,2141.0,1.4736842105263157,1.7387586809150082,0.09523809523809523
0,0.8095329107441361,63,69,407.9520294274602,1.497562544723932e+19,4646,110,29.63322,38814.0,24404,346,105415,62.99999964237213,230606.0,1.3333333333333333,1.4203663654909957,0.42028985507246375
1,3.5376942474401027,12,11,26.72383,324.0,110,13,5.4472656,226.0,226,50,822,12.000000238418579,611.0,1.5384615384615385,1.459147917027245,0.18181818181818182
