labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz,mod_zagreb,hyp_wiener,n_impurity,label_entropy
0,2.3035039272439164,15,15,35.29876,7776,204,19,7.0029078,530.0,398,70,1581,15.00000011920929,1185.0,1.0529815751302694,1.1428571428571428
0,1.509568234173904,16,18,41.099594,186624,275,19,7.7203465,609.0,456,88,2073,15.99999988079071,1383.0,1.4056390622295665,1.7142857142857142
0,1.9332620130781275,17,18,41.391777,124416,294,24,8.223877,850.0,514,84,2156,16.999999821186066,1483.0,1.4516607643577666,1.8333333333333333
0,1.549375070337162,19,21,47.78584,1492992,393,28,9.275188,1142.0,721,100,3175,18.99999988079071,2357.0,1.1050139971135324,1.6923076923076923
0,1.679585902365053,18,20,45.290516,995328,354,26,8.881341,958.0,578,94,2561,17.99999988079071,1663.0,1.4108478748063635,1.625
0,1.5328804492450108,24,28,63.439823,181398528,669,49,11.647867,1938.0,1101,142,5065,24.00000011920929,3254.0,0.9405662399881732,1.4
0,2.016139137353698,38,40,233.91255832599617,78364164096,1513,68,18.208345,5865.0,4142,192,16692,38.000000298023224,17329.0,1.265935784674066,1.4814814814814814
0,1.554509928560193,23,26,59.331203,30233088,605,43,11.075388,2107.0,1072,130,4801,23.000000178813934,3441.0,0.9123163027543336,1.4545454545454546
0,1.7773237534605422,29,32,73.62867,967458816,968,58,13.851114,3172.0,1824,160,7832,29.0,5862.0,1.2635442407015733,1.4285714285714286
0,1.6099348639946003,20,22,50.278755,2239488,423,30,9.690203,1283.0,809,106,3513,19.99999976158142,2640.0,1.2917601481809735,1.3846153846153846
0,1.4805898217315616,29,32,72.89988,1934917632,966,49,14.062881,3842.0,2176,154,9390,28.999999940395355,8541.0,1.113043275991219,1.4736842105263157
0,1.1951772246502808,49,52,304.74695287216775,427972821516288,2587,73,23.467384,15581.0,11759,246,49191,48.99999988079071,87131.0,1.3391371580847522,1.5555555555555556
0,1.8748829127159876,25,29,68.508446,35831808,736,74,11.414244,2154.0,1029,168,4599,24.999999940395355,2593.0,0.7219280948873623,1.2
0,1.4537881010775893,52,56,329.51169706282246,914039639113728,3044,109,24.424702,17791.0,10145,284,42094,52.00000035762787,56308.0,1.0577422381270594,1.5333333333333334
0,1.4804238997941803,49,53,123.46106,152339939852288,2720,105,23.030855,14884.0,8372,270,34929,49.00000035762787,42992.0,1.062067947414275,1.5
0,1.4610332585949768,26,29,172.38107916527093,161243136,768,44,12.331337,2728.0,1596,146,7028,25.99999988079071,5874.0,1.0577422381270594,1.7333333333333334
0,1.6016491323915523,35,39,231.7543023623086,92876046336,1390,75,16.784765,4594.0,3060,198,13202,35.00000011920929,11326.0,0.9609476580095211,1.5294117647058822
0,1.7103241951628543,18,20,45.42956,746496,360,30,8.770857,1092.0,563,96,2516,18.000000059604645,1594.0,0.5032583347756457,1.5
0,1.2496852895746768,47,52,308.3523577289602,285315214344192,2572,93,22.23922,14521.0,7976,266,34140,46.999999940395355,43372.0,0.8465229039914256,1.4444444444444444
0,1.268378508056772,45,50,296.8677719691416,71328803586048,2372,90,21.201218,12965.0,6938,258,29836,45.0,35786.0,0.7642045065086203,1.411764705882353
0,1.2458891295450425,47,52,120.036385,380420285792256,2572,92,22.345373,14308.0,8004,264,34312,46.999999940395355,43659.0,0.8465229039914256,1.4444444444444444
0,1.4950254415353028,23,25,57.635418,11943936,550,32,10.975494,1757.0,1294,122,5537,22.99999976158142,5131.0,1.6494003762381346,1.7777777777777777
0,1.7882490855346267,33,35,81.40038,2902376448,1172,58,15.534617,4166.0,3062,172,12737,33.000000178813934,12825.0,1.4772081774052006,1.2727272727272727
0,1.5494513596015131,29,32,73.55908,1088391168,934,52,13.955928,3025.0,2069,158,8899,29.00000011920929,7677.0,1.3325097579429526,1.4736842105263157
0,2.229394070907187,18,19,44.57851,78732,328,34,8.341112,984.0,534,96,2198,18.00000035762787,1417.0,1.5694452621548827,1.2857142857142858
0,2.014611886520823,10,11,25.086525,1728,99,12,4.87701,185.0,106,52,501,10.0,203.0,1.1567796494470395,1.6
0,0.9096814296605662,41,45,266.2189103561926,13374150672384,1882,58,19.817703,10920.0,8034,214,34939,40.999999701976776,60444.0,1.520214244851446,1.3125
0,1.5666553501203224,38,40,92.82203,92876046336,1514,55,17.962547,6169.0,5174,192,21385,37.999999940395355,27251.0,1.3232735644810296,1.391304347826087
0,1.3623878677031203,37,40,235.61922909135285,156728328192,1506,64,17.743622,7168.0,4683,194,19678,37.00000011920929,24565.0,1.3970574189813385,1.44
0,1.5147203059394592,27,30,69.38358,272097792,829,47,12.913591,2644.0,1742,150,7575,27.00000035762787,6444.0,1.2292041910556641,1.375
0,1.3814077757363472,28,33,74.58818,7739670528,957,57,13.681506,3180.0,1709,168,7927,27.99999988079071,5688.0,0.8059584928680417,1.5555555555555556
0,1.419204817484865,28,33,74.589325,7739670528,978,58,13.692524,3308.0,1658,168,7682,27.999999940395355,5344.0,0.8059584928680417,1.5555555555555556
0,1.666395568303464,22,25,57.395977,13436928,550,42,10.513891,1510.0,900,128,4021,21.999999940395355,2646.0,0.9567657083663145,1.5555555555555556
0,1.3110763515800645,23,27,60.69748,161243136,654,39,11.292825,2181.0,1125,134,5302,22.99999988079071,3820.0,1.0862293462325945,1.6666666666666667
0,1.8605198207956388,36,38,89.28482,8707129344,1335,60,16.67987,4828.0,3825,192,15483,36.000000178813934,16786.0,1.09720820621356,1.619047619047619
0,1.4690287211908017,35,39,89.12528,260919263232,1424,61,16.935854,4562.0,3233,192,14128,34.99999976158142,12345.0,0.5916727785823274,1.5
0,1.2877780745318903,33,38,86.29272,139314069504,1341,65,15.947528,5423.0,2810,192,12787,32.999999940395355,10872.0,1.4444907105258848,1.7
0,1.178484009395011,39,43,97.94,3343537668096,1742,62,18.88505,8898.0,5519,206,23768,38.999999940395355,30445.0,1.2983343935593594,1.6551724137931034
0,1.7233447350781308,27,29,66.89591,143327232,776,40,12.876647,2411.0,1789,140,7500,26.999999940395355,6603.0,1.4413500852156318,1.375
0,5.047805405700419,36,35,82.733185,1146617856,1190,43,16.931602,4723.0,4723,158,17790,35.999999821186066,25341.0,1.4182958340544898,1.4814814814814814
0,0.9998735002219497,38,42,248.97947599444046,2229025112064,1619,55,18.440693,8350.0,5919,200,25904,37.99999976158142,38013.0,1.3734279692245783,1.6153846153846154
0,1.6385501474418454,28,31,70.81911,967458816,860,46,13.596555,2562.0,1796,150,7747,28.000000059604645,6097.0,1.0622698109081752,1.375
0,1.3146029925874503,32,35,79.57104,20639121408,1143,45,15.58052,4155.0,3171,164,13787,31.999999821186066,14613.0,1.0748068828532795,1.4666666666666666
0,1.391333066664526,21,24,54.295685,13436928,500,34,10.203509,1674.0,921,118,4214,20.99999988079071,3145.0,0.7918583525674836,1.6
0,1.6963133268539945,17,18,41.371166,124416,294,22,8.147867,886.0,574,84,2440,16.999999940395355,1899.0,0.9780155566622414,1.1111111111111112
0,0.9900711852269454,33,37,84.10725,92876046336,1248,48,16.139692,5626.0,4018,178,17821,32.999999701976776,23620.0,1.5765589103358095,1.5833333333333333
0,1.3300047369136463,32,37,83.21983,139314069504,1250,68,15.720347,4734.0,2486,182,11396,32.000000059604645,9036.0,0.6685644431995964,1.2
0,1.756068289158291,20,22,50.212578,2239488,442,34,9.702709,1393.0,743,106,3244,20.0,2191.0,1.0219280948873624,1.7777777777777777
0,2.0458302048198416,16,17,39.43861,46656,254,24,7.630229,593.0,415,82,1738,16.000000059604645,1108.0,1.186278124459133,1.5
0,1.5531159739072191,22,24,54.749733,8957952,532,34,10.669035,1859.0,1092,114,4732,21.99999988079071,3952.0,1.0848063548455138,1.4
0,3.5426073919859524,17,16,38.548386,6912,240,18,7.731069,664.0,664,74,2458,17.000000059604645,2536.0,1.4516607643577664,1.75
0,2.1005464533820075,41,43,251.21341180884937,99179642880,1753,78,18.931555,7050.0,4945,218,19815,41.00000059604645,21056.0,0.7592757847892834,1.1
0,1.8341054677172626,23,25,57.820232,7558272,554,42,10.951596,1628.0,1065,124,4531,23.00000023841858,3322.0,1.510389394804558,1.25
0,1.4616107414879234,33,36,82.7782,13060694016,1186,57,15.794933,4590.0,3157,176,13458,33.00000011920929,13891.0,1.3461539681672021,1.3333333333333333
0,1.0943376341298665,35,39,89.23785,185752092672,1368,56,16.852505,6084.0,4291,192,18862,34.999999821186066,23627.0,1.5636598029028306,1.6
0,1.6347976702463427,24,26,59.736004,20155392,630,38,11.43556,2205.0,1333,126,5700,24.0,4838.0,1.4082226755786877,1.2857142857142858
0,1.6127096556240725,15,16,36.673046,41472,223,16,7.237183,585.0,419,74,1813,14.99999988079071,1339.0,1.2366407419411674,1.5555555555555556
0,1.1803436910050802,32,36,82.001305,26121388032,1181,56,15.401886,5212.0,3116,178,13855,32.0,14919.0,1.0323024945677541,1.5714285714285714
0,1.6615894913937916,20,23,52.086952,7962624,461,37,9.811296,1229.0,688,114,3158,19.999999940395355,1873.0,0.747584679824574,1.7142857142857142
0,1.3375314097791606,23,26,59.15892,40310784,597,36,11.114193,1941.0,1232,128,5551,22.999999940395355,4643.0,1.4800836951874476,1.2
0,1.633484714803731,19,22,49.78615,3359232,418,36,9.270857,1201.0,603,110,2797,19.00000011920929,1628.0,0.9132829641650988,1.3333333333333333
0,1.5784323733932086,18,21,47.268955,2239488,377,32,8.843337,1082.0,535,104,2520,18.0,1451.0,0.9444885341662054,1.25
0,1.446643194416193,26,29,65.63655,429981696,784,44,12.775187,2856.0,1617,138,7126,25.999999940395355,5951.0,0.9989525689736319,1.2857142857142858
0,1.91873120643153,28,30,69.14005,241864704,852,50,13.489599,2833.0,1791,144,7442,28.000000178813934,6113.0,1.1358159979737639,1.4285714285714286
0,2.278584735667339,28,29,68.15822,47775744,782,47,13.158031,2172.0,1874,142,7536,28.0,6676.0,1.7003319468582216,1.7142857142857142
0,1.4478237958510933,31,34,77.78402,6879707136,1075,51,14.981201,3806.0,2651,164,11533,30.999999940395355,11156.0,1.3134742745099717,1.6842105263157894
0,1.403334250748297,34,37,218.35474138803198,55037657088,1308,55,16.464363,5066.0,3554,176,15358,33.99999988079071,16425.0,1.1915530553395042,1.6842105263157894
0,1.6473610712421694,21,24,54.475216,10077696,520,42,10.1815405,1818.0,786,120,3576,21.000000178813934,2220.0,0.7024665512903904,1.25
0,0.740624993490747,59,67,150.86607,159740004770552741888,4354,102,28.983831,28036.0,18582,322,84241,58.99999958276749,142472.0,0.9891318547304484,1.3333333333333333
0,1.622918076827443,38,41,241.3760646404272,176319365120,1616,68,17.972143,6567.0,4255,202,17808,38.000000298023224,18040.0,1.2319817814011402,1.2727272727272727
0,1.5649533539559917,27,30,68.43222,483729408,814,50,13.096555,2684.0,1681,146,7318,27.000000059604645,5943.0,0.9864267287308426,1.4285714285714286
0,1.4965273717094574,23,26,59.186806,40310784,598,38,11.169035,1694.0,1112,128,4974,22.999999940395355,3675.0,0.8404914014731814,1.2
0,1.5119483605791904,40,44,100.75932,4458050224128,1829,73,19.404581,6635.0,4642,214,19790,39.99999976158142,19306.0,1.1351435855187133,1.4782608695652173
0,1.1292739772495022,36,40,91.1463,417942208512,1495,62,17.435562,6685.0,4509,194,19855,36.00000011920929,24454.0,0.976300951603057,1.4545454545454546
0,1.3225400250527397,32,36,82.013885,30958682112,1195,55,15.436003,4594.0,2824,178,12417,31.99999976158142,11671.0,1.0748068828532795,1.5294117647058822
0,1.2112205121812407,27,30,68.27243,644972544,818,39,13.097355,3023.0,2139,144,9405,26.99999988079071,10030.0,1.4708767428894525,1.625
0,1.5425165126019467,32,35,80.73534,5804752896,1142,57,15.223401,4132.0,2775,174,11816,31.999999940395355,11294.0,1.3890093751988055,1.2222222222222223
0,1.5009174653147332,24,27,160.9106230011937,53747712,662,43,11.464362,2218.0,1259,136,5594,23.99999988079071,4394.0,1.6431558784658322,1.7333333333333334
0,1.9951710344980014,21,23,53.207603,2239488,482,43,10.003055,1552.0,762,116,3259,21.00000011920929,2044.0,0.7024665512903904,1.0
0,1.509412364667775,20,22,49.955944,2985984,444,29,9.720346,1490.0,855,104,3752,19.99999988079071,2991.0,1.1917601481809734,1.6
0,1.3724427295816835,48,53,122.01284,812479634472960,2608,98,23.172348,10694.0,7630,264,32482,47.999999940395355,36474.0,0.7382848661434506,1.2307692307692308
0,1.9343278106191568,23,25,58.052525,5668704,564,44,10.841112,1619.0,1023,126,4304,23.000000417232513,3056.0,1.4751648282981122,1.411764705882353
0,2.2039499289950784,12,13,30.412218,2916,140,18,5.6090603,225.0,169,66,744,12.000000178813934,341.0,1.780672129520887,1.3333333333333333
0,2.1513321687518596,11,12,27.90534,1944,118,15,5.198377,181.0,134,60,606,11.00000011920929,261.0,1.4911148500551858,1.4285714285714286
0,1.9106731401504053,13,15,34.212654,23328,187,21,6.270857,373.0,204,76,974,13.000000059604645,420.0,0.8904916402194913,1.3333333333333333
0,1.876706667422906,26,28,64.96321,53747712,704,43,12.412363,2105.0,1486,138,6208,25.99999988079071,4912.0,1.3520301017579528,1.2941176470588236
0,1.5220774500585812,18,20,45.67166,746496,335,23,8.775188,791.0,634,96,2808,17.99999988079071,2068.0,1.0975378398419537,1.3333333333333333
0,1.3509543940279694,28,32,72.56671,2902376448,916,50,13.690204,3410.0,1915,158,8572,27.99999988079071,7260.0,1.483831706844689,1.7391304347826086
0,1.5713457588485957,24,27,160.9106230011937,60466176,653,43,11.579718,2191.0,1207,134,5317,24.0,3949.0,1.3512274809529559,1.8823529411764706
0,1.673325916438138,22,26,59.348286,35831808,589,54,10.615156,1939.0,802,138,3732,21.99999988079071,2086.0,0.9373012413074897,1.2307692307692308
0,1.7307684135769745,21,23,52.938496,3538944,488,35,10.012585,1488.0,864,114,3767,20.99999988079071,2685.0,1.2494602799216175,1.7777777777777777
0,1.6828625634238845,27,30,69.51463,254803968,828,50,12.827299,2324.0,1575,154,6852,26.999999821186066,5177.0,1.1595115491253796,1.4666666666666666
0,1.67713746748194,21,23,53.599266,1990656,465,38,9.887978,1227.0,890,118,3840,20.999999940395355,2897.0,1.0488412604661608,1.6923076923076923
