labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz,mod_zagreb,hyp_wiener,n_impurity,label_entropy,edge_strength
0,2.2395388055588143,10,10,23.261345,576,84,11,4.842536,184.0,121,44,504,10.0,263.0,0.9219280948873624,1.0,2.5
1,1.7428210931852919,8,8,19.850885,192,51,5,3.9318519,78.0,78,34,336,7.999999940395355,183.0,0.8112781244591328,1.3333333333333333,1.875
0,2.3186264693220036,13,13,30.32347,3456,150,16,6.2743874,354.0,258,58,1035,12.999999940395355,666.0,0.9912642605354288,1.0,2.076923076923077
1,1.9989394851788977,5,5,13.011846,24,18,2,2.4318514,17.0,17,22,86,4.999999940395355,26.0,0.9709505944546688,1.2,2.0
0,2.257153237303141,7,7,16.487751,72,40,4,3.2876937,51.0,41,32,186,7.0,68.0,0.9852281360342515,1.6,1.7142857142857142
0,2.1229179499593664,7,7,16.189602,96,36,5,3.393847,78.0,42,30,193,7.0,71.0,0.0,,2.857142857142857
1,1.9697731935234024,9,10,22.580233,1152,80,9,4.4663267,144.0,79,46,390,8.999999940395355,143.0,0.5032583347756457,1.3333333333333333,3.0
0,2.2283621149350434,9,9,20.971924,288,66,9,4.3045306,142.0,88,40,375,9.000000059604645,176.0,0.5032583347756457,1.5,2.6666666666666665
0,1.6326175306486344,33,36,212.60222787384905,17414258688,1230,60,15.977096,5254.0,2882,174,12078,33.0,11311.0,0.7607327460318963,1.3846153846153846,2.1944444444444446
1,1.6488581993028735,10,12,29.592916,5184,109,11,4.932653,179.0,113,60,595,9.99999988079071,234.0,0.7219280948873623,1.3333333333333333,2.0
1,1.7787054568764675,23,25,57.165302,17915904,568,37,11.2363825,1571.0,1109,118,4722,23.00000011920929,3588.0,0.8404914014731814,1.5,2.4
0,2.1923771580194713,8,8,18.682503,144,50,7,3.7876935,110.0,62,36,272,8.0,115.0,0.8112781244591328,1.0,2.75
0,4.8538927898799065,21,20,114.24179562694847,82944,380,24,9.666008,968.0,968,92,3544,21.00000023841858,3208.0,1.409975018822061,1.6,1.8
1,2.5395388613593903,5,4,10.118118,6,12,2,2.2700555,18.0,18,16,68,5.000000059604645,28.0,0.7219280948873623,1.0,1.5
1,2.1250162554146717,8,8,18.479023,192,50,7,3.9318516,109.0,64,34,280,7.999999940395355,122.0,0.0,,2.75
1,1.6399812661384077,24,27,61.641197,71663616,663,44,11.609027,1947.0,1164,134,5143,23.99999988079071,3627.0,0.6500224216483541,1.25,2.6296296296296298
0,2.5913883014026067,13,13,30.974194,1728,150,18,5.9535255,346.0,234,64,933,12.999999940395355,546.0,1.4885252948977485,1.6666666666666667,2.3076923076923075
0,2.2283621149350434,9,9,20.971926,288,66,9,4.3045306,142.0,88,40,375,9.000000059604645,176.0,0.5032583347756457,1.0,2.6666666666666665
1,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,1.5,1.5,1.6666666666666667
1,2.1923771580194713,8,8,18.682503,144,50,7,3.7876935,110.0,62,36,272,8.0,115.0,1.061278124459133,1.0,2.75
0,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,0.8112781244591328,1.5,2.0
0,2.3462271738277805,9,9,21.18569,216,66,10,4.198377,144.0,84,42,357,9.000000059604645,160.0,1.2243944454059859,1.0,2.6666666666666665
1,2.8318199660707846,7,6,14.687113,24,30,5,3.3080602,50.0,50,24,182,7.0,99.0,1.3787834934861756,1.6,1.6666666666666667
0,1.863552467523932,19,20,45.7271,663552,368,24,9.270857,1024.0,736,90,3074,19.0,2371.0,0.5907239186406503,1.4285714285714286,2.6
1,1.376636726333272,28,30,69.07585,286654464,852,42,13.348173,3628.0,2428,144,10292,27.99999988079071,12034.0,1.4263445470433744,1.411764705882353,2.466666666666667
0,1.959419276617892,21,22,128.49050085761,746496,439,30,9.786712,1294.0,939,108,3875,21.0,3181.0,1.6956893045363466,1.375,2.3636363636363638
0,2.6089165213500305,12,12,28.68501,864,126,16,5.4097023,279.0,183,60,738,12.0,397.0,0.6500224216483541,1.0,2.5
0,2.07479993829639,13,14,32.488632,6912,168,19,6.084117,446.0,220,70,970,13.0,488.0,0.3912435636292556,1.3333333333333333,2.357142857142857
0,1.627884053746404,22,26,59.09078,40310784,589,51,10.66387,2007.0,824,136,3830,21.999999940395355,2211.0,0.8315435491770657,1.3333333333333333,2.1923076923076925
1,2.9934972434784735,6,5,12.610553,9,20,4,2.6427343,29.0,29,22,108,6.000000178813934,47.0,0.9182958340544894,1.3333333333333333,1.8
1,3.8246842032074952,9,8,19.721832,64,56,12,4.2426405,88.0,88,36,316,9.0,170.0,1.4355205042826666,1.0,2.0
0,3.19650484790533,19,18,42.052414,98304,306,18,9.346065,1032.0,1032,72,3858,18.999999940395355,4851.0,0.7742433029172697,1.25,2.0
0,3.149136959032342,24,23,53.67303,2359296,506,25,11.756749,2139.0,2139,94,8098,24.0,12925.0,0.4971501836369671,1.6,1.9130434782608696
0,2.622885784472662,14,14,33.467094,2592,176,20,6.320386,427.0,289,70,1140,14.000000059604645,711.0,1.5916727785823275,1.4545454545454546,2.2857142857142856
0,1.8197724963472475,32,35,206.85105645329435,1224440064,1154,76,14.77252,4919.0,2350,186,9888,32.00000041723251,8109.0,1.121640762186858,1.1428571428571428,2.0285714285714285
0,2.1250162554146717,8,8,18.479023,192,50,7,3.9318519,109.0,64,34,280,7.999999940395355,122.0,0.5435644431995964,1.0,2.75
1,3.686062657073574,11,10,24.464376,192,90,12,5.0378227,168.0,168,46,608,11.000000059604645,405.0,1.8230679822736608,1.6363636363636365,1.8
0,1.6921962173509815,17,18,105.42514466846839,93312,280,20,8.058551,676.0,580,86,2442,17.0,1947.0,1.522189872165821,1.6,2.0555555555555554
1,2.53006045688352,8,7,16.754072,64,42,5,3.9142134,84.0,84,26,306,8.0,210.0,0.8112781244591328,1.2,2.0
1,2.1399633186493645,7,7,16.281296,96,40,4,3.4318519,52.0,43,30,194,6.999999940395355,75.0,0.8631205685666311,1.2,2.7142857142857144
0,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,0.0,,1.6666666666666667
0,2.2599025962240935,10,10,23.464825,432,84,11,4.698377,192.0,120,46,498,10.000000059604645,262.0,0.0,,1.8
0,1.94871061715443,18,19,43.884674,186624,330,26,8.575388,939.0,603,90,2524,18.000000059604645,1820.0,0.7642045065086203,1.1428571428571428,2.5789473684210527
0,2.0365209742257626,19,20,46.60144,248832,368,28,8.876029,1038.0,678,98,2818,18.999999940395355,2040.0,0.8314743880097293,1.25,2.6
1,1.94871061715443,18,19,43.884674,186624,330,26,8.575388,939.0,603,90,2524,18.000000059604645,1820.0,0.7642045065086203,1.1428571428571428,2.6315789473684212
1,2.0,6,6,13.696714,64,24,3,3.0,54.0,27,24,132,6.0,42.0,0.6500224216483541,1.3333333333333333,3.0
0,1.4762446125745452,17,19,42.68118,663552,322,23,8.415815,1016.0,546,88,2487,16.999999821186066,1731.0,0.3227569588973983,1.3333333333333333,2.8947368421052633
0,1.9746437019429672,10,11,25.076454,1728,98,11,4.860173,185.0,108,52,510,9.999999940395355,212.0,1.1567796494470395,1.6666666666666667,2.909090909090909
0,1.6325354291253222,31,33,76.37218,1289945088,1038,50,14.707545,4226.0,2786,160,11589,30.999999940395355,12345.0,1.640966165858977,1.5,2.4242424242424243
0,2.3956341215135133,11,11,25.968018,648,104,14,5.109061,240.0,152,52,619,11.00000011920929,337.0,1.4353713907745334,1.25,2.4545454545454546
0,2.3390923149762908,6,5,12.1949005,16,20,3,2.9142137,35.0,35,18,128,6.0,70.0,1.459147917027245,1.2,1.6
0,2.5395388613593903,5,4,10.118118,6,12,2,2.2700555,18.0,18,16,68,5.000000059604645,28.0,0.7219280948873623,1.0,1.75
0,2.1852638813143517,13,14,32.604183,5832,168,22,6.125898,352.0,211,70,922,13.000000238418579,444.0,1.419556298571613,1.8461538461538463,2.2142857142857144
0,2.100884204123554,14,14,32.88125,5184,173,14,6.5922236,397.0,356,64,1412,14.000000059604645,1116.0,1.556656707462823,1.5,2.142857142857143
1,2.193559722576164,16,17,39.399265,55296,260,29,7.7143793,637.0,385,82,1634,15.999999940395355,938.0,1.061278124459133,1.7142857142857142,2.235294117647059
0,1.5101827403573167,25,27,63.07166,26873856,669,38,11.847372,2218.0,1633,134,6919,25.000000059604645,6838.0,1.5394705707972522,1.5555555555555556,2.111111111111111
0,2.083333333333333,5,5,11.496186,32,20,0,2.5,20.0,15,20,80,5.0,20.0,0.7219280948873623,1.3333333333333333,2.0
0,2.3956341215135133,11,11,25.968018,648,104,14,5.109061,240.0,152,52,619,11.00000011920929,337.0,1.4353713907745334,1.25,2.4545454545454546
1,2.447472887876344,7,6,14.474485,32,30,4,3.4142134,56.0,56,22,204,7.0,126.0,1.3787834934861756,1.1428571428571428,2.0
0,2.5395388613593903,5,4,10.118118,6,12,2,2.2700555,18.0,18,16,68,5.000000059604645,28.0,1.370950594454669,1.0,2.0
1,1.9323192636083937,11,12,27.268192,3456,118,14,5.360173,308.0,144,56,664,10.999999940395355,305.0,0.6840384356390417,1.5,2.3333333333333335
0,1.9323192636083937,11,12,27.26819,3456,118,14,5.3601737,308.0,144,56,664,10.999999940395355,305.0,0.6840384356390417,1.5,2.4166666666666665
0,2.5395388613593903,5,4,10.118118,6,12,2,2.2700555,18.0,18,16,68,5.000000059604645,28.0,1.5219280948873626,1.6,1.75
1,1.6767139418677932,19,21,47.912384,1119744,400,31,9.147868,1292.0,670,102,2955,19.0,2025.0,0.9494520153879485,1.6923076923076923,2.8095238095238093
0,2.861107405954181,14,14,33.499172,2187,176,25,6.3747854,412.0,268,70,1050,14.000000417232513,604.0,1.7273966735744788,1.1428571428571428,2.357142857142857
1,2.25,3,3,8.124815,8,6,0,1.5,3.0,3,12,24,3.0,3.0,0.9182958340544894,1.3333333333333333,2.0
0,1.9989394851788977,5,5,13.011846,24,18,2,2.4318514,17.0,17,22,86,4.999999940395355,26.0,0.7219280948873623,1.3333333333333333,2.0
0,1.3468483189779863,29,33,75.20646,3265173504,994,57,14.011572,4351.0,2115,166,9370,29.0,8409.0,0.7355085815538399,1.2941176470588236,2.303030303030303
0,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,0.8112781244591328,1.5,2.0
1,1.8015662584877097,15,16,36.59891,41472,228,19,7.2540197,618.0,378,74,1636,14.999999940395355,1063.0,0.6998428398862386,1.0,2.75
1,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,1.5,1.5,2.0
0,1.7596405216728228,20,22,50.202293,2239488,438,33,9.664703,1403.0,744,106,3232,20.000000059604645,2176.0,0.747584679824574,1.4545454545454546,2.5454545454545454
0,2.29221484114804,12,12,28.034283,1728,126,14,5.7363815,297.0,206,54,832,12.0,511.0,1.0408520829727554,1.1428571428571428,2.5
0,3.1442082073698243,7,6,14.899965,18,30,6,3.1807392,46.0,46,26,168,7.0000001192092896,83.0,0.8631205685666311,1.5,1.6666666666666667
0,1.9253677344386606,10,11,24.775055,2304,96,12,4.966326,243.0,109,50,520,9.999999940395355,215.0,0.0,,3.0
0,1.875478961447879,33,36,212.60222787384905,1836660096,1224,80,15.200042,5208.0,2494,192,10444,33.0000005364418,8540.0,1.14630864593417,1.1304347826086956,2.0277777777777777
0,1.4072560705342119,36,39,89.5175,104485552128,1456,61,17.278097,6523.0,4182,188,17686,36.000000059604645,20255.0,1.2449187529382073,1.3333333333333333,2.4871794871794872
1,2.5395388613593908,5,4,10.118118,6,12,2,2.2700553,18.0,18,16,68,5.000000059604645,28.0,0.7219280948873623,1.0,1.75
0,2.0404444890883626,26,27,157.3348503455365,11943936,690,43,12.102522,2327.0,1669,134,6732,25.99999988079071,6331.0,1.823026490712885,1.5,2.259259259259259
0,1.6070371609282184,24,26,61.015682,10077696,618,39,11.236889,1899.0,1365,132,5789,24.00000023841858,5151.0,1.3868421881310118,1.5,2.1153846153846154
1,2.1923771580194713,8,8,18.682503,144,50,7,3.7876935,110.0,62,36,272,8.0,115.0,0.8112781244591328,1.0,2.75
0,2.2599025962240935,10,10,23.464825,432,84,11,4.698377,192.0,120,46,498,10.000000059604645,262.0,1.2954618442383217,1.3333333333333333,2.5
0,2.5317540988978915,17,17,39.889496,31104,266,24,8.095755,740.0,538,78,2093,17.000000059604645,1635.0,1.3328204045850196,1.2857142857142858,2.2941176470588234
0,1.9747448713915894,4,3,7.6357336,4,6,1,1.9142135,10.0,10,10,38,4.0,15.0,1.0,1.0,2.0
1,2.7872351510766293,13,13,31.005802,1458,150,23,6.0021067,346.0,220,64,869,13.000000298023224,479.0,1.2957378005380122,1.0769230769230769,2.4615384615384617
1,2.9934972434784735,6,5,12.610553,9,20,4,2.6427343,29.0,29,22,108,6.000000178813934,47.0,0.9182958340544894,1.3333333333333333,1.8
0,2.19060968716425,5,4,9.915316,8,12,2,2.4142134,20.0,20,14,74,5.0,35.0,0.7219280948873623,1.0,2.0
1,2.4429726284560433,11,11,25.764997,864,104,14,5.253219,228.0,150,50,611,11.000000059604645,322.0,1.2406705316766884,1.4285714285714286,2.4545454545454546
0,2.3328316991465923,12,12,28.043663,1728,126,15,5.7532187,283.0,202,54,820,12.000000059604645,489.0,0.8166890883150209,1.2,2.5
1,3.642505607581734,17,16,38.121986,10368,240,18,7.9896007,650.0,650,70,2398,17.0,2409.0,0.8739810481273579,1.0,2.0
1,3.5966326001992135,30,29,166.1685483642334,47775744,812,33,14.256126,3743.0,3743,126,14228,30.00000011920929,24678.0,0.7837769474847011,1.0,2.0
0,1.3414796579873691,22,25,58.3487,20155392,560,35,10.685872,1572.0,1081,124,4922,22.0,3869.0,0.9373012413074897,1.3846153846153846,2.2
1,1.6329931618554523,3,2,5.356367,2,2,0,1.4142135,4.0,4,6,16,3.0,5.0,0.9182958340544894,1.3333333333333333,2.0
0,2.2951417478396072,12,12,28.247145,1296,126,15,5.609061,314.0,206,56,828,12.00000011920929,521.0,1.2806721295208872,1.4285714285714286,2.3333333333333335
1,1.7894308240043062,20,22,50.173637,2239488,435,35,9.647868,1227.0,727,106,3178,20.0,2076.0,1.1917601481809734,1.4,2.4545454545454546
1,2.6841053599850984,19,20,48.552437,46656,358,46,8.452135,732.0,540,112,2158,19.00000023841858,1268.0,1.5090275125326513,1.1764705882352942,1.85
1,2.6782577431647265,7,6,14.677512,24,30,4,3.2700555,52.0,52,24,190,7.000000059604645,108.0,1.3787834934861756,1.5,1.8333333333333333
0,1.6329931618554523,3,2,5.356367,2,2,0,1.4142135,4.0,4,6,16,3.0,5.0,0.9182958340544894,1.0,1.0
1,2.5395388613593903,5,4,10.118118,6,12,2,2.2700555,18.0,18,16,68,5.000000059604645,28.0,0.7219280948873623,1.0,1.75
1,0.9287148751007471,64,71,163.65681,59902501788957278208,4708,134,30.31633,37572.0,20452,362,88514,63.999999701976776,153872.0,1.9764097655573916,1.4782608695652173,2.3380281690140845
0,2.046920975581053,11,11,25.521036,1152,104,10,5.2876935,246.0,174,48,717,11.0,446.0,0.6840384356390417,1.5,2.4545454545454546
0,1.6976020468383124,26,28,64.30381,95551488,738,39,12.466945,2287.0,1609,134,6856,26.0,5743.0,0.8451064151274782,1.75,2.607142857142857
1,1.9747448713915894,4,3,7.6357336,4,6,1,1.9142135,10.0,10,10,38,4.0,15.0,0.0,,1.3333333333333333
0,2.082830314351826,25,26,151.56521845365424,3359232,638,42,11.3025675,2208.0,1464,134,5896,25.0,5324.0,0.6395563653739031,1.1428571428571428,2.4615384615384617
0,2.8667307263492994,11,11,26.76735,324,104,19,4.886751,156.0,132,58,532,11.000000178813934,249.0,0.9940302114769566,1.0909090909090908,1.8181818181818181
0,1.5333258757470012,30,31,180.4160372266725,226492416,918,39,13.968874,4172.0,3302,150,13508,29.999999821186066,19401.0,0.5608251769947301,1.4545454545454546,2.3870967741935485
1,1.9970356930850521,17,18,41.188297,165888,294,24,8.325698,750.0,498,82,2108,17.0,1371.0,0.8343470230852539,1.4285714285714286,2.2777777777777777
1,3.168489872670569,6,5,12.823411,8,20,3,2.5606601,28.0,28,24,106,6.0,44.0,0.9182958340544894,1.3333333333333333,2.0
0,3.4465670564581465,13,12,68.1253782157199,648,132,14,5.9472647,296.0,296,54,1082,13.000000238418579,887.0,1.7381493331928664,1.8461538461538463,1.8333333333333333
1,2.016349182031877,23,24,140.02699740140255,4478976,530,35,10.9692335,2322.0,1150,112,4762,23.000000059604645,3836.0,0.7553754125614287,1.2,2.125
0,3.9851644508585786,12,11,26.75402,324,110,16,5.540111,206.0,206,50,742,12.000000178813934,501.0,1.0,1.0,2.0
0,2.3390923149762908,6,5,12.1949005,16,20,3,2.9142137,35.0,35,18,128,6.0,70.0,1.2516291673878228,1.5,1.4
1,3.5411969650799016,7,6,15.326359,12,30,6,2.9433758,42.0,42,30,156,7.000000059604645,69.0,0.8631205685666311,1.4285714285714286,2.0
1,2.2395388055588143,10,10,23.261345,576,84,11,4.842536,184.0,121,44,504,10.0,263.0,1.370950594454669,1.2,2.5
1,1.6812348546385059,15,16,36.588387,41472,228,18,7.2371836,668.0,404,74,1746,14.99999988079071,1246.0,0.5665095065529053,1.0,2.75
0,2.222620189322875,16,16,37.80103,13824,234,20,7.443489,680.0,500,76,1972,16.0,1654.0,1.9056390622295665,1.5,2.1875
0,2.399706582197931,7,7,16.710953,64,40,4,3.2071066,48.0,39,34,180,7.0,61.0,1.3787834934861756,1.6,1.5714285714285714
0,1.8294658064575662,16,17,99.66110141799003,62208,260,21,7.6478667,726.0,449,80,1918,15.999999940395355,1302.0,1.4197367178034828,1.8333333333333333,2.7058823529411766
0,2.3408516164378748,9,9,21.176083,216,66,9,4.1815405,144.0,84,42,357,9.0,159.0,0.9182958340544894,2.0,2.6666666666666665
0,3.0237157840738176,5,4,10.524391,4,12,0,2.0,16.0,16,20,64,5.0,22.0,1.370950594454669,1.6,2.0
1,2.508504637883458,11,11,25.97854,648,104,15,5.125898,228.0,146,52,595,11.000000178813934,306.0,1.309296668237004,1.3333333333333333,2.4545454545454546
0,2.5760163295034144,12,12,28.582296,972,125,17,5.574586,216.0,188,58,748,12.000000178813934,422.0,1.0,1.1666666666666667,1.8333333333333333
0,2.599903826622149,13,13,30.761328,1944,150,19,6.036581,348.0,234,62,929,13.000000238418579,545.0,1.419556298571613,1.3333333333333333,2.3076923076923075
1,2.5395388613593908,5,4,10.118118,6,12,2,2.2700553,18.0,18,16,68,5.000000059604645,28.0,0.9709505944546688,1.2,1.75
0,2.8835276449962897,15,15,35.78906,4374,204,27,6.9127903,496.0,328,74,1275,15.000000357627869,782.0,1.7464657985040721,1.2,2.3333333333333335
1,2.512056640102984,28,28,65.197,47775744,750,38,13.565611,2734.0,2388,124,9256,27.999999940395355,11252.0,0.5916727785823274,1.5,2.142857142857143
1,3.6065289072369584,12,11,26.521034,432,110,13,5.61259,224.0,224,48,812,12.000000059604645,596.0,1.4182958340544898,1.5555555555555556,1.8181818181818181
1,2.307223618643375,14,14,32.807228,5184,176,17,6.630229,474.0,328,64,1296,14.0,942.0,1.1488348542809166,1.3333333333333333,2.357142857142857
0,1.9275899862556671,17,18,41.838787,82944,294,26,7.998037,828.0,516,88,2182,16.99999988079071,1535.0,0.5225593745369408,1.0,2.6666666666666665
0,2.34622717382778,9,9,21.18569,216,66,10,4.1983767,144.0,84,42,357,9.000000059604645,160.0,1.2243944454059863,1.0,2.6666666666666665
0,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,0.8112781244591328,1.5,2.0
0,1.8695152004513775,18,20,45.888783,419904,356,35,8.609061,1130.0,519,100,2296,18.00000023841858,1342.0,0.8030717273241025,1.0,2.5
1,2.48726564121395,10,10,57.73594000147904,324,84,13,4.609061,184.0,110,48,456,10.00000011920929,215.0,1.370950594454669,1.0,2.6
1,1.9747448713915894,4,3,7.635733,4,6,1,1.9142135,10.0,10,10,38,4.0,15.0,1.0,1.0,2.0
0,1.8292676559911007,15,17,38.68,93312,248,25,7.2708564,628.0,317,84,1456,15.000000059604645,743.0,0.9055872616982602,1.5,2.588235294117647
0,1.7810687102780816,23,24,55.07888,7962624,540,31,11.219545,1770.0,1340,108,5522,23.0,5378.0,0.6665783579949205,1.5,2.4166666666666665
0,2.1659635854873978,8,8,18.452736,192,55,9,3.893847,88.0,61,34,272,8.0,109.0,1.061278124459133,1.5,1.875
0,2.1804017457062086,9,9,20.971924,288,66,9,4.3256984,150.0,90,40,381,8.999999940395355,187.0,0.9864267287308426,1.2,2.6666666666666665
0,1.806273586125623,29,31,182.0350817205187,286654464,910,51,13.691837,3402.0,2108,154,8765,28.99999988079071,8038.0,1.7665504966998744,1.4444444444444444,2.3870967741935485
1,1.9204959604792382,12,13,29.855698,5184,143,15,5.770857,307.0,188,62,841,12.0,431.0,1.3844315043405981,1.5555555555555556,2.6923076923076925
1,3.69625475861498,26,25,58.657684,5308416,600,29,12.565611,2351.0,2351,106,8860,25.99999988079071,12968.0,0.6193821946787638,1.5,1.92
0,1.5369584477687535,19,21,47.474506,1990656,400,28,9.343336,1246.0,722,98,3215,18.999999940395355,2344.0,0.7742433029172697,1.0,2.761904761904762
1,1.5865916519342393,23,25,57.253624,13436928,580,37,11.05855,1956.0,1204,120,5177,23.000000059604645,4304.0,1.0889252905968954,1.2,2.6
1,1.5643199323542152,22,23,52.874454,3981312,483,27,10.702708,1625.0,1326,104,5507,21.999999940395355,5959.0,0.8315435491770657,1.5555555555555556,2.217391304347826
0,2.7897423577944465,24,24,138.5662560035497,2359296,546,34,11.416074,1632.0,1362,112,5248,23.999999940395355,4929.0,1.7295739585136223,1.8,1.9166666666666667
0,2.3237900077244498,4,3,7.8291545,3,6,0,1.7320507,9.0,9,12,36,4.0000001192092896,12.0,1.0,1.3333333333333333,1.6666666666666667
0,2.34622717382778,9,9,21.18569,216,66,10,4.1983767,144.0,84,42,357,9.000000059604645,160.0,0.7642045065086203,1.0,2.6666666666666665
0,2.2306376583301173,8,8,18.682726,144,50,7,3.7876935,108.0,61,36,268,8.0,110.0,0.8112781244591328,1.0,2.75
0,1.5178945039001899,24,25,57.231777,21233664,575,29,11.846867,2138.0,1767,110,7257,23.99999988079071,8817.0,0.7382848661434506,1.4285714285714286,2.24
1,2.083333333333333,5,5,11.496186,32,20,0,2.5,20.0,15,20,80,5.0,20.0,0.7219280948873623,1.3333333333333333,3.0
0,1.6824884302593337,14,16,35.8539,82944,216,21,6.9326534,656.0,279,76,1324,13.99999988079071,680.0,0.5916727785823274,1.3333333333333333,2.75
0,1.849134754100721,19,21,48.055508,1327104,392,32,9.232017,951.0,617,102,2714,18.99999988079071,1665.0,0.9530138853315973,1.7142857142857142,2.4761904761904763
0,1.4409213935271643,33,36,83.16818,10319560704,1232,62,15.691838,5350.0,3166,180,13474,32.999999940395355,14044.0,1.6477260480811664,1.4444444444444444,2.4722222222222223
1,2.34622717382778,9,9,21.18569,216,66,10,4.1983767,144.0,84,42,357,9.000000059604645,160.0,1.2243944454059863,1.0,2.6666666666666665
1,2.7541847860376616,6,5,12.407307,12,20,4,2.8080602,31.0,31,20,114,6.0,54.0,1.459147917027245,1.0,2.0
